uid,date,titre,type_vote,adopte,dossier_ref,nb_votants,pour,contre,abstention
VTANR5L17V4295,2025-11-27,le sous-amendement n° 330 de Mme Roy à l'amendement n° 40 de M. Jean-Philippe Tanguy à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,227,57,165,5
VTANR5L17V4336,2025-11-27,l'amendement n° 251 de M. Fayssat à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,169,52,117,0
VTANR5L17V4267,2025-11-27,le sous-amendement n° 127 de M. Jacobelli à l'amendement n° 26 de M. Fayssat à l'article premier de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,222,69,146,7
VTANR5L17V4368,2025-11-27,l'amendement n° 184 de M. Dessigny après l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,120,34,85,1
VTANR5L17V4320,2025-11-27,le sous-amendement n° 355 de Mme Roy à l'amendement n° 99 de M. Bernhardt à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,159,50,106,3
VTANR5L17V4319,2025-11-27,l'amendement n° 139 de M. Tesson à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,136,47,87,2
VTANR5L17V4357,2025-11-27,l'amendement n° 32 de Mme Lebec après l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,177,22,109,46
VTANR5L17V4382,2025-11-27,l'amendement n° 267 de M. Fayssat après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,184,43,140,1
VTANR5L17V4429,2025-11-27,l'amendement n° 327 de M. Jacobelli après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,191,42,148,1
VTANR5L17V4383,2025-11-27,l'amendement n° 95 de M. Bernhardt après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,186,43,142,1
VTANR5L17V4412,2025-11-27,l'amendement n° 212 de M. Boulogne après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,189,40,148,1
VTANR5L17V4377,2025-11-27,l'amendement n° 136 de M. Jenft après l'article premier bis de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,180,39,139,2
VTANR5L17V4399,2025-11-27,l'amendement n° 42 de M. Jean-Philippe Tanguy après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,194,41,150,3
VTANR5L17V4343,2025-11-27,l'amendement n° 131 de M. Jacobelli à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,174,50,123,1
VTANR5L17V4271,2025-11-27,l'amendement n° 27 de M. Fayssat à l'article premier de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,231,71,151,9
VTANR5L17V4339,2025-11-27,l'amendement n° 4 de M. Sitzenstuhl et les amendements identiques suivants à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,150,49,100,1
VTANR5L17V4254,2025-11-27,le sous-amendement n° 71 de M. Gillet à l'amendement n° 5 de Mme Marais-Beuil à l'article premier de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,209,70,135,4
VTANR5L17V4294,2025-11-27,le sous-amendement n° 341 de M. Boulogne à l'amendement n° 40 de M. Jean-Philippe Tanguy à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,225,57,163,5
VTANR5L17V4280,2025-11-27,le sous-amendement n° 92 de M. Verny à l'amendement n° 15 de M. Gillet après l'article premier de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,235,72,158,5
VTANR5L17V4255,2025-11-27,le sous-amendement n° 69 de M. Gillet à l'amendement n° 5 de Mme Marais-Beuil à l'article premier de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,211,70,138,3
VTANR5L17V4360,2025-11-27,l'amendement n° 130 de M. Jacobelli après l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,175,43,132,0
VTANR5L17V4425,2025-11-27,l'amendement n° 321 de M. Gery après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,191,42,148,1
VTANR5L17V4387,2025-11-27,l'amendement n° 27 de Mme Lebec après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,196,28,123,45
VTANR5L17V4276,2025-11-27,l'amendement n° 33 de M. Fayssat après l'article premier de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,225,70,150,5
VTANR5L17V4301,2025-11-27,le sous-amendement n° 366 de M. Meurin à l'amendement n° 11 de M. Fayssat à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,187,55,131,1
VTANR5L17V4395,2025-11-27,l'amendement n° 124 de M. Jacobelli après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,190,41,148,1
VTANR5L17V4260,2025-11-27,l'amendement n° 37 de M. Fayssat à l'article premier de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,210,69,136,5
VTANR5L17V4393,2025-11-27,l'amendement n° 190 de M. Golliot après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,199,42,156,1
VTANR5L17V4342,2025-11-27,l'amendement n° 134 de M. Jacobelli à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,174,47,126,1
VTANR5L17V4379,2025-11-27,le sous-amendement n° 406 de M. Carbonnel à l'amendement n° 97 de M. Bernhardt après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,177,41,134,2
VTANR5L17V4306,2025-11-27,le sous-amendement n° 346 de Mme Roy à l'amendement n° 11 de M. Fayssat à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,199,61,137,1
VTANR5L17V4406,2025-11-27,l'amendement n° 206 de M. Boulogne après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,188,40,147,1
VTANR5L17V4317,2025-11-27,l'amendement n° 262 de M. Fayssat à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,118,39,78,1
VTANR5L17V4394,2025-11-27,l'amendement n° 64 de Mme Pollet après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,191,41,149,1
VTANR5L17V4281,2025-11-27,le sous-amendement n° 93 de M. Trébuchet à l'amendement n° 15 de M. Gillet après l'article premier de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,237,71,160,6
VTANR5L17V4404,2025-11-27,l'amendement n° 202 de M. Jean-Philippe Tanguy après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,195,41,153,1
VTANR5L17V4413,2025-11-27,l'amendement n° 221 de Mme Lebec après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,193,35,155,3
VTANR5L17V4432,2025-11-27,l'amendement n° 216 de Mme Lebec de suppression de l'article 3 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,198,25,166,7
VTANR5L17V4430,2025-11-27,l'amendement n° 323 de M. Jacobelli après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,190,42,147,1
VTANR5L17V4286,2025-11-27,l'amendement n° 22 de M. Fayssat au titre de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,240,73,160,7
VTANR5L17V4371,2025-11-27,l'amendement n° 247 de M. Baubry après l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,133,36,96,1
VTANR5L17V4396,2025-11-27,l'amendement n° 129 de M. Jacobelli après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,192,39,151,2
VTANR5L17V4370,2025-11-27,l'amendement n° 186 de M. Dessigny après l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,129,34,94,1
VTANR5L17V4250,2025-11-27,l'amendement n° 19 de M. Baubry à l'article premier de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,202,71,124,7
VTANR5L17V4330,2025-11-27,l'amendement n° 234 de Mme Mansouri à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,167,51,116,0
VTANR5L17V4300,2025-11-27,le sous-amendement n° 334 de M. Verny à l'amendement n° 11 de M. Fayssat à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,191,55,134,2
VTANR5L17V4356,2025-11-27,l'amendement n° 30 de Mme Lebec après l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,166,17,104,45
VTANR5L17V4337,2025-11-27,l'amendement n° 3 de M. Sitzenstuhl à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,174,52,121,1
VTANR5L17V4349,2025-11-27,l'amendement n° 235 de Mme Mansouri à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,184,5,137,42
VTANR5L17V4411,2025-11-27,l'amendement n° 211 de M. Boulogne après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,190,37,152,1
VTANR5L17V4288,2025-11-27,l'amendement n° 1 de M. Sitzenstuhl et les amendements identiques suivants de suppression de l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,232,30,186,16
VTANR5L17V4269,2025-11-27,le sous-amendement n° 83 de M. Trébuchet à l'amendement n° 26 de M. Fayssat à l'article premier de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,225,69,148,8
VTANR5L17V4365,2025-11-27,l'amendement n° 181 de M. Dessigny après l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,112,33,78,1
VTANR5L17V4418,2025-11-27,l'amendement n° 227 de M. Gery après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,181,42,138,1
VTANR5L17V4316,2025-11-27,l'amendement n° 230 de Mme Mansouri à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,206,8,138,60
VTANR5L17V4358,2025-11-27,l'amendement n° 31 de Mme Lebec après l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,179,20,113,46
VTANR5L17V4272,2025-11-27,l'amendement n° 28 de M. Fayssat à l'article premier de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,229,70,151,8
VTANR5L17V4419,2025-11-27,l'amendement n° 228 de M. Gery après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,180,41,138,1
VTANR5L17V4428,2025-11-27,l'amendement n° 326 de M. Jacobelli après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,195,42,152,1
VTANR5L17V4329,2025-11-27,l'amendement n° 158 de M. Dessigny à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,173,47,122,4
VTANR5L17V4389,2025-11-27,l'amendement n° 28 de Mme Lebec après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,200,35,119,46
VTANR5L17V4385,2025-11-27,le sous-amendement n° 347 de M. Boccaletti à l'amendement n° 9 de M. Sitzenstuhl après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,192,44,146,2
VTANR5L17V4433,2025-11-27,l'amendement n° 12 de M. Fayssat à l'article 3 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,201,44,156,1
VTANR5L17V4308,2025-11-27,le sous-amendement n° 333 de M. Verny à l'amendement n° 11 de M. Fayssat à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,198,59,138,1
VTANR5L17V4265,2025-11-27,l'amendement n° 40 (rect.) de M. Fayssat à l'article premier de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,219,69,143,7
VTANR5L17V4437,2025-11-27,l'amendement n° 320 de M. Michoux au titre de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,204,43,160,1
VTANR5L17V4367,2025-11-27,l'amendement n° 183 de M. Dessigny après l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,119,32,85,2
VTANR5L17V4285,2025-11-27,l'amendement n° 21 de M. Fayssat au titre de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,240,73,157,10
VTANR5L17V4386,2025-11-27,l'amendement n° 9 de M. Sitzenstuhl après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,190,21,163,6
VTANR5L17V4376,2025-11-27,l'amendement n° 105 de M. Bernhardt après l'article premier bis de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,179,39,137,3
VTANR5L17V4273,2025-11-27,le sous-amendement n° 88 de M. Trébuchet à l'amendement n° 32 de M. Fayssat à l'article premier de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,230,71,152,7
VTANR5L17V4351,2025-11-27,l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,adopté,,195,113,36,46
VTANR5L17V4279,2025-11-27,le sous-amendement n° 90 de M. Trébuchet à l'amendement n° 15 de M. Gillet après l'article premier de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,233,69,159,5
VTANR5L17V4434,2025-11-27,l'article 3 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,adopté,,200,120,39,41
VTANR5L17V4318,2025-11-27,l'amendement n° 268 de M. Fayssat à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,122,6,78,38
VTANR5L17V4332,2025-11-27,l'amendement n° 91 de M. Bernhardt à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,169,48,118,3
VTANR5L17V4259,2025-11-27,le sous-amendement n° 122 de Mme Diaz à l'amendement n° 37 de M. Fayssat à l'article premier de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,205,70,131,4
VTANR5L17V4296,2025-11-27,le sous-amendement n° 344 de Mme Roy à l'amendement n° 40 de M. Jean-Philippe Tanguy à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,230,58,167,5
VTANR5L17V4401,2025-11-27,l'amendement n° 197 de M. Jean-Philippe Tanguy après l'article 2 de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,196,41,152,3
VTANR5L17V4372,2025-11-27,l'amendement n° 214 de Mme Lebec et l'amendement identique suivant de suppression de l'article premier bis de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,adopté,,166,113,50,3
VTANR5L17V4292,2025-11-27,le sous-amendement n° 329 de Mme Roy à l'amendement n° 40 de M. Jean-Philippe Tanguy à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,226,58,162,6
VTANR5L17V4304,2025-11-27,le sous-amendement n° 335 de M. Verny à l'amendement n° 11 de M. Fayssat à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,196,60,135,1
VTANR5L17V4291,2025-11-27,le sous-amendement n° 328 de Mme Roy à l'amendement n° 40 de M. Jean-Philippe Tanguy à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,227,58,163,6
VTANR5L17V4326,2025-11-27,l'amendement n° 101 de M. Bernhardt à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,175,47,125,3
VTANR5L17V4302,2025-11-27,le sous-amendement n° 356 de M. Meurin à l'amendement n° 11 de M. Fayssat à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,198,58,139,1
VTANR5L17V4345,2025-11-27,l'amendement n° 264 de M. Fayssat à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,182,52,130,0
VTANR5L17V4307,2025-11-27,le sous-amendement n° 345 de Mme Roy à l'amendement n° 11 de M. Fayssat à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,198,61,136,1
VTANR5L17V4344,2025-11-27,l'amendement n° 261 de M. Fayssat à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,177,7,127,43
VTANR5L17V4297,2025-11-27,l'amendement n° 40 de M. Jean-Philippe Tanguy à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,230,58,163,9
VTANR5L17V4340,2025-11-27,l'amendement n° 126 de M. Jacobelli à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,152,48,104,0
VTANR5L17V4310,2025-11-27,le sous-amendement n° 362 de M. Verny à l'amendement n° 11 de M. Fayssat à l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,203,63,139,1
VTANR5L17V4252,2025-11-27,l'amendement n° 18 de M. Baubry à l'article premier de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,190,66,123,1
VTANR5L17V4364,2025-11-27,l'amendement n° 180 de M. Dessigny après l'article premier de la proposition de loi visant à la nationalisation d'ArcelorMittal France afin de préserver la souveraineté industrielle de la France (première lecture).,scrutin public ordinaire,rejeté,,106,32,74,0
VTANR5L17V4264,2025-11-27,l'amendement n° 34 de M. Fayssat à l'article premier de la proposition de loi relative à l’établissement de l’égalité d’accès au service public postal en outre-mer (première lecture).,scrutin public ordinaire,rejeté,,220,70,143,7
VTANR5L17V4446,2025-12-02,l'amendement n° 455 de M. Clouet de suppression de l'article premier du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,286,126,147,13
VTANR5L17V4447,2025-12-02,l'article premier du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,312,164,132,16
VTANR5L17V4454,2025-12-02,l'amendement n° 144 de M. Guedj à l'article 4 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,274,183,88,3
VTANR5L17V4448,2025-12-02,l'amendement n° 457 de M. Maudet de suppression de l'article 2 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,303,138,164,1
VTANR5L17V4449,2025-12-02,l'amendement n° 458 de Mme Amiot à l'article 2 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,307,106,196,5
VTANR5L17V4443,2025-12-02,"la motion de rejet préalable, déposée par Mme Mathilde Panot, du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).",scrutin public ordinaire,rejeté,,373,56,311,6
VTANR5L17V4455,2025-12-02,l'amendement n° 989 de M. Bazin à l'article 4 bis A du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,263,106,121,36
VTANR5L17V4440,2025-12-02,l'amendement n° 1 du Gouvernement au projet de loi de fin de gestion pour 2025 (texte de la commission mixte paritaire).,scrutin public ordinaire,adopté,,381,219,0,162
VTANR5L17V4458,2025-12-02,l'article 4 bis C du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,267,229,33,5
VTANR5L17V4439,2025-12-02,"la motion de rejet préalable, déposée par Mme Mathilde Panot, du projet de loi de fin de gestion pour 2025 (texte de la commission mixte paritaire).",scrutin public ordinaire,rejeté,,381,150,211,20
VTANR5L17V4451,2025-12-02,l'article 2 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,312,169,140,3
VTANR5L17V4441,2025-12-02,l'amendement n° 2 du Gouvernement au projet de loi de fin de gestion pour 2025 (texte de la commission mixte paritaire).,scrutin public ordinaire,adopté,,381,216,0,165
VTANR5L17V4460,2025-12-02,l'amendement n° 289 de Mme Bourouaha à l'article 5 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,148,94,54,0
VTANR5L17V4457,2025-12-02,l'amendement n° 819 de M. Bazin de suppression de l'article 4 bis C du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,253,48,173,32
VTANR5L17V4450,2025-12-02,l'amendement n° 459 de M. Clouet à l'article 2 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,311,112,197,2
VTANR5L17V4444,2025-12-02,l'amendement n° 454 de Mme Amiot de suppression de l'article liminaire du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,rejeté,,262,123,137,2
VTANR5L17V4453,2025-12-02,la première partie du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,314,171,140,3
VTANR5L17V4445,2025-12-02,l'article liminaire du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,264,141,123,0
VTANR5L17V4459,2025-12-02,l'amendement n° 288 de Mme Bourouaha à l'article 5 du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,168,80,52,36
VTANR5L17V4456,2025-12-02,l'article 4 bis A du projet de loi de financement de la sécurité sociale pour 2026 (nouvelle lecture).,scrutin public ordinaire,adopté,,258,257,0,1
VTANR5L17V4442,2025-12-02,l'ensemble du projet de loi de fin de gestion pour 2025 (texte de la commission mixte paritaire).,scrutin public solennel,adopté,,514,217,213,84
