uid,date,titre,type_vote,adopte,dossier_ref,nb_votants,pour,contre,abstention
VTANR5L17V1199,2025-04-01,l'amendement n° 11 de Mme Thiébault-Martinez à l'article premier de la proposition de loi visant à modifier la définition pénale du viol et des agressions sexuelles (première lecture).,scrutin public ordinaire,rejeté,,195,33,120,42
VTANR5L17V1200,2025-04-01,l'article premier de la proposition de loi visant à modifier la définition pénale du viol et des agressions sexuelles (première lecture).,scrutin public ordinaire,adopté,,203,148,49,6
VTANR5L17V1195,2025-04-01,l'ensemble de la proposition de loi organique fixant le statut du procureur de la République anti-criminalité organisée (première lecture).,scrutin public solennel,adopté,,552,472,70,10
VTANR5L17V1194,2025-04-01,l'ensemble de la proposition de loi visant à sortir la France du piège du narcotrafic (première lecture).,scrutin public solennel,adopté,,550,436,75,39
VTANR5L17V1205,2025-04-02,l'amendement n° 15 de Mme Lorho à l'article premier de la proposition de loi visant à renforcer le contrôle du Parlement en période d'expédition des affaires courantes (première lecture).,scrutin public ordinaire,rejeté,,144,51,93,0
VTANR5L17V1213,2025-04-02,"le sous-amendement n° 125 de M. Bazin à l'amendement n° 55 de M. Garot et l'amendement identique suivant de rétablissement de l'article premier (supprimé) de la proposition de loi visant à lutter contre les déserts médicaux, d'initiative transpartisane (première lecture).",scrutin public ordinaire,rejeté,,242,85,153,4
VTANR5L17V1203,2025-04-02,"l'ensemble du projet de loi portant diverses dispositions d'adaptation au droit de l'Union européenne en matière économique, financière, environnementale, énergétique, de transport, de santé et de circulation des personnes (texte de la commission mixte paritaire).",scrutin public ordinaire,adopté,,159,63,42,54
VTANR5L17V1207,2025-04-02,l'amendement n° 13 de Mme Cathala à l'article 2 de la proposition de loi visant à renforcer le contrôle du Parlement en période d'expédition des affaires courantes (première lecture).,scrutin public ordinaire,rejeté,,143,20,121,2
VTANR5L17V1211,2025-04-02,l'article 2 de la proposition de loi visant à renforcer le contrôle du Parlement en période d'expédition des affaires courantes (première lecture).,scrutin public ordinaire,adopté,,162,161,1,0
VTANR5L17V1210,2025-04-02,l'amendement n° 10 de M. Coulomme à l'article 2 de la proposition de loi visant à renforcer le contrôle du Parlement en période d'expédition des affaires courantes (première lecture).,scrutin public ordinaire,adopté,,163,103,58,2
VTANR5L17V1208,2025-04-02,l'amendement n° 14 de Mme Lorho à l'article 2 de la proposition de loi visant à renforcer le contrôle du Parlement en période d'expédition des affaires courantes (première lecture).,scrutin public ordinaire,rejeté,,149,53,96,0
VTANR5L17V1214,2025-04-02,"l'amendement n° 55 de M. Garot et l'amendement identique suivant de rétablissement de l'article premier (supprimé) de la proposition de loi visant à lutter contre les déserts médicaux, d'initiative transpartisane (première lecture).",scrutin public ordinaire,adopté,,243,155,85,3
VTANR5L17V1212,2025-04-02,l'ensemble de la proposition de loi visant à renforcer le contrôle du Parlement en période d'expédition des affaires courantes (première lecture).,scrutin public ordinaire,adopté,,168,168,0,0
VTANR5L17V1209,2025-04-02,l'amendement n° 6 de M. Sitzenstuhl à l'article 2 de la proposition de loi visant à renforcer le contrôle du Parlement en période d'expédition des affaires courantes (première lecture).,scrutin public ordinaire,rejeté,,147,40,40,67
VTANR5L17V1206,2025-04-02,l'article premier de la proposition de loi visant à renforcer le contrôle du Parlement en période d'expédition des affaires courantes (première lecture).,scrutin public ordinaire,adopté,,147,147,0,0
VTANR5L17V1204,2025-04-02,la proposition de résolution tendant à créer un Institut Océan de l'université des Nations unies en France (article 34-1 de la Constitution).,scrutin public ordinaire,adopté,,138,103,0,35
VTANR5L17V1243,2025-04-03,l'article premier de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,adopté,,116,74,40,2
VTANR5L17V1256,2025-04-03,l'amendement n° 40 de Mme Josserand à l'article 5 de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,97,18,78,1
VTANR5L17V1254,2025-04-03,l'article 4 de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,adopté,,91,60,18,13
VTANR5L17V1249,2025-04-03,l'amendement n° 49 de M. Villedieu à l'article 2 de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,91,28,63,0
VTANR5L17V1220,2025-04-03,l'amendement n° 32 de Mme Lechanteux après l'article premier de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,adopté,,119,69,37,13
VTANR5L17V1231,2025-04-03,l'article 4 bis de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,adopté,,130,130,0,0
VTANR5L17V1260,2025-04-03,l'amendement n° 18 de Mme Taurinya au titre de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,101,26,66,9
VTANR5L17V1240,2025-04-03,l'amendement n° 10 de M. Coulomme à l'article premier de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,110,40,70,0
VTANR5L17V1229,2025-04-03,l'article 3 bis de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,adopté,,131,130,0,1
VTANR5L17V1258,2025-04-03,l'amendement n° 15 de Mme Taurinya après l'article 5 de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,adopté,,100,56,42,2
VTANR5L17V1241,2025-04-03,l'amendement n° 48 de Mme Roullaud à l'article premier de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,112,31,81,0
VTANR5L17V1251,2025-04-03,l'article 2 de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,adopté,,89,57,32,0
VTANR5L17V1244,2025-04-03,l'amendement de suppression n° 11 de M. Coulomme et les amendements identiques suivants à l'article 2 de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,101,36,65,0
VTANR5L17V1265,2025-04-03,l'ensemble de la proposition de loi visant à renforcer la démographie professionnelle des orthophonistes (première lecture).,scrutin public ordinaire,adopté,,72,72,0,0
VTANR5L17V1239,2025-04-03,l'amendement n° 63 de Mme Balage El Mariky à l'article premier de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,106,25,81,0
VTANR5L17V1224,2025-04-03,l'amendement n° 21 (rect.) de M. Cernon après l'article 2 de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,rejeté,,133,22,111,0
VTANR5L17V1262,2025-04-03,l'ensemble de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,adopté,,107,63,42,2
VTANR5L17V1255,2025-04-03,l'amendement de suppression n° 23 de Mme K/Bidi et les amendements identiques suivants à l'article 5 de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,90,30,59,1
VTANR5L17V1257,2025-04-03,l'article 5 de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,adopté,,102,63,39,0
VTANR5L17V1250,2025-04-03,l'amendement n° 50 de M. Villedieu à l'article 2 de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,91,27,63,1
VTANR5L17V1264,2025-04-03,l'amendement n° 13 de Mme Obono à l'article unique de la proposition de loi visant à restaurer l’autorité de l’État (première lecture).,scrutin public ordinaire,rejeté,,76,31,45,0
VTANR5L17V1235,2025-04-03,l'amendement de suppression n° 7 de Mme Taurinya et les amendements identiques suivants à l'article premier de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,116,44,72,0
VTANR5L17V1259,2025-04-03,l'amendement n° 17 de Mme Taurinya au titre de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,104,26,69,9
VTANR5L17V1238,2025-04-03,l'amendement n° 37 de Mme Josserand à l'article premier de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,101,28,62,11
VTANR5L17V1247,2025-04-03,l'amendement n° 13 de Mme Taurinya et l'amendement identique suivant à l'article 2 de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,92,26,61,5
VTANR5L17V1227,2025-04-03,l'article 2 bis de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,adopté,,137,135,0,2
VTANR5L17V1246,2025-04-03,l'amendement n° 38 de Mme Josserand à l'article 2 de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,95,28,65,2
VTANR5L17V1242,2025-04-03,l'amendement n° 36 de M. Baubry à l'article premier de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,116,30,85,1
VTANR5L17V1233,2025-04-03,l'amendement n° 24 de M. Cernon après l'article 4 bis de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,rejeté,,155,29,69,57
VTANR5L17V1217,2025-04-03,le sous-amendement n° 49  de M. Rancoule à l'amendement n° 18 de M. Cernon à l'article premier de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,rejeté,,113,39,71,3
VTANR5L17V1225,2025-04-03,l'amendement n° 22 de M. Cernon après l'article 2 de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,rejeté,,133,21,112,0
VTANR5L17V1234,2025-04-03,l'ensemble de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,adopté,,168,168,0,0
VTANR5L17V1236,2025-04-03,l'amendement n° 9 de M. Coulomme à l'article premier de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,119,30,89,0
VTANR5L17V1261,2025-04-03,l'amendement n° 19 de Mme Taurinya au titre de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,102,25,69,8
VTANR5L17V1263,2025-04-03,l'amendement de suppression n° 1 de Mme Faucillon et les amendements identiques suivants à l'article unique de la proposition de loi visant à restaurer l’autorité de l’État (première lecture).,scrutin public ordinaire,rejeté,,82,32,50,0
VTANR5L17V1226,2025-04-03,l'amendement n° 44 de M. Dufosset après l'article 2 de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,rejeté,,116,40,73,3
VTANR5L17V1219,2025-04-03,l'amendement n° 35 de M. Rancoule après l'article premier de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,rejeté,,113,39,73,1
VTANR5L17V1228,2025-04-03,l'article 3 de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,adopté,,144,144,0,0
VTANR5L17V1223,2025-04-03,l'article 2 de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,adopté,,138,138,0,0
VTANR5L17V1230,2025-04-03,l'article 4 de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,adopté,,146,146,0,0
VTANR5L17V1252,2025-04-03,l'amendement n° 29 de M. Gillet après l'article 3 de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,85,20,64,1
VTANR5L17V1218,2025-04-03,l'article premier de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,adopté,,126,118,8,0
VTANR5L17V1216,2025-04-03,l'amendement n° 15 de M. Cernon et l'amendement identique suivant à l'article premier de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,rejeté,,105,28,45,32
VTANR5L17V1232,2025-04-03,l'amendement n° 25 de M. Cernon après l'article 4 bis de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,rejeté,,151,24,71,56
VTANR5L17V1245,2025-04-03,l'amendement n° 12 de Mme Taurinya et l'amendement identique suivant à l'article 2 de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,92,19,66,7
VTANR5L17V1222,2025-04-03,l'amendement n° 20 de M. Cernon à l'article 2 de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,rejeté,,134,21,95,18
VTANR5L17V1215,2025-04-03,l'amendement n° 43 de M. Rancoule à l'article premier de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,rejeté,,94,33,60,1
VTANR5L17V1253,2025-04-03,l'amendement n° 22 de Mme Faucillon et les amendements identiques suivants à l'article 4 de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,88,19,57,12
VTANR5L17V1237,2025-04-03,l'amendement n° 8 de Mme Taurinya à l'article premier de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,rejeté,,118,28,90,0
VTANR5L17V1248,2025-04-03,l'amendement n° 71 de Mme Balage El Mariky à l'article 2 de la proposition de loi visant à faire exécuter les peines d’emprisonnement ferme (première lecture).,scrutin public ordinaire,adopté,,90,57,27,6
VTANR5L17V1221,2025-04-03,l'amendement n° 19 de M. Cernon à l'article 2 de la proposition de loi visant à valoriser la réserve communale de sécurité civile (première lecture).,scrutin public ordinaire,rejeté,,134,20,98,16
VTANR5L17V1284,2025-04-07,"l'amendement n° 41 de M. Gosselin et l'amendement identique suivant à l'article 1er ter de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,249,101,146,2
VTANR5L17V1287,2025-04-07,"l'amendement n° 2 de M. Guiniot à l'article 1er ter de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,256,93,153,10
VTANR5L17V1281,2025-04-07,"l'article 1er bis de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,adopté,,259,138,105,16
VTANR5L17V1304,2025-04-07,"l'ensemble de la proposition de loi organique visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (première lecture).",scrutin public solennel,adopté,,408,204,180,24
VTANR5L17V1303,2025-04-07,"l'ensemble de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public solennel,adopté,,412,206,181,25
VTANR5L17V1292,2025-04-07,"l'amendement de suppression n° 26 de M. Nury à l'article 5 de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,252,100,150,2
VTANR5L17V1286,2025-04-07,"l'amendement n° 21 de Mme Gruet et l'amendement identique suivant à l'article 1er ter de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,247,26,139,82
VTANR5L17V1300,2025-04-07,"l'article 2 de la proposition de loi organique visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (première lecture).",scrutin public ordinaire,adopté,,288,164,116,8
VTANR5L17V1283,2025-04-07,"l'amendement n° 36 de M. Tivoli à l'article 1er ters de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,245,94,142,9
VTANR5L17V1269,2025-04-07,"l'amendement n° 60 de M. Ceccoli à l'article premier de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,230,98,130,2
VTANR5L17V1291,2025-04-07,"l'amendement de suppression n° 25 de M. Nury à l'article 3 bis de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,252,20,148,84
VTANR5L17V1305,2025-04-07,l'article 4 de la proposition de loi visant à convertir des centrales à charbon vers des combustibles moins émetteurs en dioxyde de carbone pour permettre une transition écologique plus juste socialement (première lecture).,scrutin public ordinaire,adopté,,150,150,0,0
VTANR5L17V1302,2025-04-07,"la proposition de prolongation de la séance en cours au-delà de vingt heures (proposition de loi organique visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité) (première lecture).",scrutin public ordinaire,adopté,,288,175,110,3
VTANR5L17V1295,2025-04-07,"l'article 5 de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,adopté,,302,275,26,1
VTANR5L17V1294,2025-04-07,"l'amendement n° 4 de M. Fabrice Brun et les amendements identiques suivants à l'article 5 de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,adopté,,284,142,141,1
VTANR5L17V1279,2025-04-07,"l'amendement n° 40 de M. Gosselin et l'amendement identique suivant à l'article 1er bis de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,258,105,150,3
VTANR5L17V1296,2025-04-07,"l'amendement n° 1 du Gouvernement à l'article 5 de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,adopté,,318,169,146,3
VTANR5L17V1298,2025-04-07,"l'amendement de suppression n° 1 de M. Fabrice Brun et les amendements identiques suivants à l'article premier de la proposition de loi organique visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (première lecture).",scrutin public ordinaire,rejeté,,303,126,166,11
VTANR5L17V1272,2025-04-07,"l'amendement n° 42 de M. Gosselin à l'article premier de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,228,99,128,1
VTANR5L17V1267,2025-04-07,"l'amendement n° 18 de M. Thiériot à l'article premier de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,252,28,180,44
VTANR5L17V1268,2025-04-07,"l'amendement n° 10 de Mme Brulebois et l'amendement identique suivant à l'article premier de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,244,22,139,83
VTANR5L17V1299,2025-04-07,"l'amendement n° 2 de M. Fabrice Brun et les amendements identiques suivants à l'article 2 de la proposition de loi organique visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (première lecture).",scrutin public ordinaire,rejeté,,285,120,160,5
VTANR5L17V1297,2025-04-07,"l'article 5 de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (seconde délibération) (deuxième lecture).",scrutin public ordinaire,adopté,,319,170,132,17
VTANR5L17V1277,2025-04-07,"l'amendement de suppression n° 23 de M. Nury et l'amendement identique suivant à l'article 1er bis de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,256,106,147,3
VTANR5L17V1273,2025-04-07,"l'amendement n° 67 de M. Naegelen à l'article premier de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,241,104,135,2
VTANR5L17V1306,2025-04-07,l'ensemble de la proposition de loi visant à convertir des centrales à charbon vers des combustibles moins émetteurs en dioxyde de carbone pour permettre une transition écologique plus juste socialement (première lecture).,scrutin public ordinaire,adopté,,151,145,0,6
VTANR5L17V1280,2025-04-07,"l'amendement n° 43 de M. Gosselin et l'amendement identique suivant à l'article 1er bis de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,255,108,142,5
VTANR5L17V1289,2025-04-07,"l'article 1er ter de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,adopté,,265,149,104,12
VTANR5L17V1288,2025-04-07,"l'amendement n° 15 de Mme Brulebois à l'article 1er ter de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,265,11,239,15
VTANR5L17V1301,2025-04-07,"la demande de seconde délibération de M. Jean-Philippe Tanguy sur l'amendement n° 2 de M. Fabrice Brun et les amendements identiques suivants à l'article 2 de la proposition de loi organique visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (première lecture).",scrutin public ordinaire,rejeté,,287,118,167,2
VTANR5L17V1278,2025-04-07,"l'amendement n° 51 de M. Gosselin à l'article 1er bis de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,257,109,146,2
VTANR5L17V1270,2025-04-07,"l'amendement n° 39 de M. Gosselin à l'article premier de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,230,98,130,2
VTANR5L17V1282,2025-04-07,"l'amendement de suppression n° 35 de M. Tivoli à l'article 1er ter de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,239,92,141,6
VTANR5L17V1285,2025-04-07,"l'amendement n° 44 de M. Gosselin et l'amendement identique suivant à l'article 1er ter de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,245,99,140,6
VTANR5L17V1293,2025-04-07,"l'amendement n° 5 de M. Fabrice Brun à l'article 5 de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,284,124,157,3
VTANR5L17V1275,2025-04-07,"l'article premier de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,adopté,,262,152,107,3
VTANR5L17V1274,2025-04-07,"l'amendement n° 33 de M. Dragon à l'article premier de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,257,99,149,9
VTANR5L17V1276,2025-04-07,"l'amendement de suppression n° 22 de M. Nury à l'article 1er bis A de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,254,104,145,5
VTANR5L17V1290,2025-04-07,"l'amendement de suppression n° 24 de M. Nury à l'article 3 de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,250,59,149,42
VTANR5L17V1266,2025-04-07,"l'amendement de suppression n° 1 de M. Guiniot et les amendements identiques suivants à l'article premier de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,250,104,145,1
VTANR5L17V1271,2025-04-07,"l'amendement n° 63 de M. Ceccoli à l'article premier de la proposition de loi visant à harmoniser le mode de scrutin aux élections municipales afin de garantir la vitalité démocratique, la cohésion municipale et la parité (deuxième lecture).",scrutin public ordinaire,rejeté,,231,98,130,3
VTANR5L17V1313,2025-04-08,l'amendement n° 4  de M. Isaac-Sibille à l'article premier de la proposition de loi visant à réformer le mode d'élection du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,rejeté,,214,44,140,30
VTANR5L17V1311,2025-04-08,le sous-amendement n° 97 rectifié de M. Allisio à l'amendement n° 7  de M. Lhardit à l'article premier de la proposition de loi visant à réformer le mode d'élection du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,rejeté,,175,60,101,14
VTANR5L17V1317,2025-04-08,l'amendement n° 2 de M. Sitzenstuhl et les amendements identiques suivants à l'article premier de la proposition de loi visant à réformer le mode d'élection du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,rejeté,,166,63,99,4
VTANR5L17V1318,2025-04-08,l'article premier de la proposition de loi visant à réformer le mode d'élection du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,adopté,,166,116,41,9
VTANR5L17V1310,2025-04-08,l'amendement n° 5  de M. Emmanuel Grégoire et les amendements identiques suivants de suppression de l'article premier de la proposition de loi visant à réformer le mode d'élection du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,rejeté,,228,50,168,10
VTANR5L17V1308,2025-04-08,l'ensemble de la proposition de loi visant à renforcer les conditions d'accès à la nationalité française à Mayotte (texte de la commission mixte paritaire).,scrutin public solennel,adopté,,524,339,174,11
VTANR5L17V1309,2025-04-08,"la motion de rejet préalable, déposée par M. Stéphane Peu, de la proposition de loi visant à réformer le mode d'élection du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).",scrutin public ordinaire,rejeté,,275,51,222,2
VTANR5L17V1312,2025-04-08,l'amendement n° 3  de M. Isaac-Sibille à l'article premier de la proposition de loi visant à réformer le mode d'élection du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,rejeté,,214,42,143,29
VTANR5L17V1315,2025-04-08,l'amendement n° 62 rectifié  de M. Mattei à l'article premier de la proposition de loi visant à réformer le mode d'élection du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,rejeté,,198,64,119,15
VTANR5L17V1307,2025-04-08,"la motion de rejet préalable, déposée par Mme Mathilde Panot, de la proposition de loi visant à renforcer les conditions d'accès à la nationalité française à Mayotte (texte de la commission mixte paritaire).",scrutin public ordinaire,rejeté,,290,105,185,0
VTANR5L17V1314,2025-04-08,l'amendement n° 18  de Mme Runel à l'article premier de la proposition de loi visant à réformer le mode d'élection du Conseil de Paris et des conseils municipaux de Lyon et Marseille (première lecture).,scrutin public ordinaire,rejeté,,211,51,147,13
